parcel_id,building_no,Total Rooms,Year Built,Building SF,Energy Adj,Roughins,Bedrooms,Effect Age,Quality,Bsmt Wall,Plumb Fixt,Full Baths,Condition,Style,Bsmt SF,Fireplaces,Half Baths,Phys Depr,Design,Bsmt Fin,Porch,Kitchens,Funct Depr,Bldg Type,Bsmt Fin SF,Gar/Shed,Econ Depr,Notes
023002503,1,6,1998,1662.00,Average,1,3,28,3.25,Conc 8in,8,2,Average,1.5 Fin,917,,,21,CapeCod,,392,1,,Single,,,,
023002504,1,6,1995,2082.00,Average,1,2,31,3.50,Conc 8in,8,2,Avg/Good,1.5 Fin,850,,,18,1.5 Sty,1,710,1,,Single,,,,
023002506,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
02300251,1,5,1981,1492.00,Average,1,2,45,3.25,No Data,5,1,Average,1.5 Fin,,,,28,Contemp,,231,1,,Single,,,,
0230026,1,5,1981,1476.00,Average,1,3,45,3.25,No Data,5,1,Average,1.5 Fin,,,,28,1.5 Sty,,320,1,,Single,,,,
023002601,1,6,2020,1568.00,Good,1,3,6,3.00,Conc 8in,9,2,Average,1 Story,1568,,,6,One Story,,248,1,,Single,,,,
023002602,1,5,1984,1908.00,Average,1,3,42,4.00,Conc 8in,7,1,Good,1.5 Fin,977,,1,17,1.5 Sty,1,678,1,,Single,,,,
023002603,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
023002604,1,6,1988,1557.00,Average,1,3,38,3.25,Conc 8in,8,2,Average,1.5 Fin,930,,,25,1.5 Sty,1,805,1,,Single,,,,
0230028,1,5,1977,1592.00,Good,1,3,49,4.00,Conc 8in,8,2,Avg/Good,1.5 Fin,616,,,24,1.5 Sty,,224,1,,Single,,768,,
0230029,1,6,1979,1568.00,Average,1,4,47,3.50,No Data,8,2,Good,1.5 Fin,,,,19,1.5 Sty,,406,1,,Single,,,,
023002901,1,6,1996,2072.00,Average,1,3,30,4.50,Conc 8in,10,2,Average,2 Story,1008,,1,21,Two Story,3,585,1,,Single,336,680,,
0230031,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
0230032,1,6,1979,1951.00,Average,1,3,47,3.50,Conc 8in,5,1,Average,1.5 Fin,576,,,29,1.5 Sty,1,274,1,,Single,,,,
023003201,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
023003203,1,5,2003,2326.00,Good,1,3,23,4.00,Conc 8in,10,2,Average,2 Story,1358,1,1,18,Two Story,,717,1,,Single,,,,
023003204,1,7,1997,1483.00,Average,1,1,29,3.50,No Data,7,1,Average,2.5 Fin,,,1,21,2.5 Story,,282,1,,Single,,,,
0230033,1,6,1971,1164.00,Average,1,2,55,3.25,Conc 8in,7,1,Avg/Good,1.5 Fin,520,,1,26,1.5 Sty,2,357,1,,Single,294,,,
0230034,1,11,1985,4651.00,Average,1,7,41,5.25,No Data,16,4,Good,2.5 Fin,,1,1,17,2.5 Story,,1019,1,,Single,,,,
0230035,1,6,2017,2650.00,Good,1,4,9,3.50,No Data,13,3,Average,1.5 Fin,,,1,9,Contemp,,1059,1,,Single,,,,
0230036,1,6,2023,1842.00,Good,1,3,3,4.00,No Data,15,3,Average,1.5 Fin,,,1,3,1.5 Sty,,130,1,10,Single,,280,,
0230037,1,8,1972,1716.00,Average,1,4,54,3.75,Conc 8in,12,2,Avg/Good,1.5 Fin,1192,1,2,26,1.5 Sty,4,490,1,,Single,480,720,,
0230039,1,7,1850,1961.00,Average,1,4,70,3.50,Conc 8in,8,2,Avg/Good,1.5 Fin,1239,,,32,1.5 Sty,1,699,1,,Single,,360,,
023003901,1,7,1997,3026.00,Average,1,4,29,5.00,Conc 8in,14,4,Avg/Good,2 Story,1820,2,,17,Log,4,2660,1,,Single,1760,,,
023003902,1,7,2006,3010.00,Good,1,4,20,5.00,Conc 8in,14,3,Average,2 Story,1816,,,17,Two Story,3,358,1,,Single,664,,,
023003903,1,8,1997,4381.00,Good,1,3,29,5.25,Conc 8in,18,3,Average,1.5 Fin,2536,1,1,21,Colonial,1,376,1,10,Single,,672,,
023003905,1,5,1996,2978.00,Good,1,4,30,5.00,Conc 8in,13,2,Good,1.5 Fin,2072,1,1,14,1.5 Sty,4,255,1,,Single,1094,575,,
023003906,1,8,2017,3608.00,Good,1,4,9,5.50,Conc 8in,14,3,Average,1.5 Fin,680,1,1,9,1.5 Sty,4,834,,,Single,680,928,,
023003907,1,6,2020,1646.00,Good,1,3,6,4.50,Conc 8in,12,2,Average,1.5 Fin,1144,,1,6,1.5 Sty,4,728,1,,Single,1044,,,
023003908,1,7,2023,2900.00,Good,1,3,3,5.00,Conc 8in,13,2,Average,2 Story,1279,1,1,3,Two Story,,1557,1,,Single,,935,,
023003909,1,9,1995,2908.00,Good,1,3,31,5.50,Conc 8in,15,3,Average,2.5 Fin,1596,1,1,22,Contemp,2,480,1,,Single,1197,,,
023003910,1,5,2002,3827.00,Good,1,3,24,4.50,Conc 8in,8,2,Average,1.5 Fin,323,,,19,1.5 Sty,,576,1,,Single,,,,
023003911,1,7,2000,3819.00,Good,1,4,26,5.75,Conc 8in,17,4,Avg/Good,2 Story,1716,1,,16,Two Story,4,2524,1,,Single,1396,1064,,
023003912,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
0230041,1,7,1984,1912.00,Average,1,3,42,3.50,Conc 8in,8,2,Avg/Good,1.5 Fin,1106,1,,22,1.5 Sty,4,1100,1,,Single,1026,,,
0230042,1,8,1980,2913.00,Good,1,4,25,5.50,Conc 8in,12,2,Good,2.5 Fin,1041,1,1,13,Contemp,4,717,1,,Single,1041,,,
0230043,1,12,1999,3973.00,Average,1,6,27,5.25,Conc 8in,20,6,Avg/Good,2 Story,2190,1,,17,Colonial,4,1583,1,,Single,2130,606,,
0230044,1,6,1966,1440.00,Average,1,3,60,3.00,No Data,7,1,Average,2 Story,,1,1,35,Two Story,,528,1,,Single,,,,
0230045,1,9,1981,1196.00,Average,1,4,45,3.25,Conc 8in,8,2,Avg/Good,1.5 Fin,912,1,,23,1.5 Sty,4,504,1,,Single,852,,,
0230046,1,9,1850,2008.00,Average,1,6,70,3.50,Blk 8in,8,2,Average,1.5 Fin,350,1,,40,1.5 Sty,,96,1,,Single,,,,
023005,1,6,1966,1880.00,Average,1,6,60,3.75,Conc 8in,17,4,Avg/Good,1.5 Fin,1400,1,1,28,Chalet,4,538,1,,Single,1310,,,
0230051,1,6,1960,1178.00,Average,1,4,60,3.25,Conc 8in,12,3,Avg/Good,1 Story,770,1,,28,Chalet,4,272,1,,Single,618,,,
0230052,1,,,,Average,,,,,No Data,,,No Data,No Data,528,,,,No Data,,312,,,No Data,,,,
0230053,1,3,2021,1320.00,Good,1,2,5,4.00,Conc 8in,8,2,Average,1.5 Fin,780,,,5,1.5 Sty,,576,1,,Single,,,,
0230054,1,11,2004,5547.00,Excellent,,4,22,7.50,Conc 8in,20,4,Good,2 Story,796,1,1,12,Colonial,1,1011,1,,Single,,,,
023005402,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
023005403,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
0230055,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
023005501,1,8,1996,1576.00,Good,1,3,30,3.25,Conc 8in,10,2,Avg/Good,1.5 Fin,896,,1,18,1.5 Sty,,712,1,,Single,,,,
023005503,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
0230056,1,6,1972,2072.00,Average,1,3,54,3.50,No Data,11,3,Average,2.5 Fin,,,,32,2.5 Story,,462,1,,Single,,,,
0230057,1,9,1973,3406.00,Average,1,5,53,3.50,Conc 8in,14,4,Average,2 Story,1847,,,31,Two Story,1,1072,1,,Single,,,,
023006,1,5,2000,2273.00,Good,1,3,26,4.00,Conc 8in,8,2,Average,1.5 Fin,1336,1,,20,1.5 Sty,3,314,1,,Single,360,,,
0230061,1,9,1973,1788.00,Average,1,4,53,3.25,Conc 8in,8,2,Average,1.5 Fin,1064,1,,31,Saltbox,,633,1,,Single,,244,,
023006101,1,7,2019,3084.00,Good,1,3,7,4.00,Conc 8in,11,2,Average,2 Story,1228,1,1,7,Two Story,,600,1,,Single,,728,,
0230062,1,9,1975,2369.00,Average,1,5,51,3.25,Conc 8in,11,3,Average,2 Story,463,1,,30,Two Story,1,1203,1,,Single,,,,
0230063,1,8,1988,2545.00,Average,1,4,38,3.50,Conc 8in,11,2,Fair/Avg,2 Story,1328,1,1,31,Contemp,3,662,1,,Single,849,,,
023006308,1,10,2025,3004.00,Good,1,4,1,4.00,Conc 8in,11,2,Average,1 Story,3004,,1,,One Story,,,1,,Single,,,,
0230064,1,13,1973,3185.00,Average,1,5,53,3.25,Conc 8in,10,2,Fair/Avg,2.5 Fin,1415,2,1,39,Contemp,3,598,1,,Single,371,,,
0230067,1,4,1976,1102.00,Average,1,2,50,3.00,Conc 8in,5,1,Average,1.5 Fin,400,,,30,CapeCod,1,,1,,Single,,,,
0230068,1,6,1976,1549.00,Average,1,4,50,3.25,No Data,8,2,Avg/Good,1.5 Fin,,,,25,CapeCod,,815,1,,Single,,,,
0230069,1,6,1976,1680.00,Good,1,4,50,3.25,No Data,8,2,Avg/Good,1.5 Fin,,,,25,Colonial,,408,1,,Single,,,,
023007,1,5,2008,3144.00,Good,1,4,18,4.00,Conc 8in,13,3,Average,2 Story,1161,,1,16,Colonial,1,696,1,,Single,,541,,
0230071,1,8,1979,2183.00,Average,1,4,47,4.00,Conc 8in,10,2,Avg/Good,2 Story,1061,1,1,23,Contemp,1,428,1,,Single,,695,,
0230072,1,5,1989,1344.00,Average,1,2,37,3.00,No Data,8,2,Average,1 Story,,,,42,MobileHome,,128,1,,Mobile,,,,
0230073,1,6,1980,1080.00,Average,1,4,46,3.00,Conc 8in,8,2,Fair/Avg,1 Story,1080,,,35,One Story,3,360,1,,Single,540,,,
0230074,1,12,2012,6372.00,Good,1,4,14,5.00,Conc 8in,13,3,Average,1.5 Fin,1792,1,1,14,Contemp,2,1809,1,,Single,1792,,,
023007401,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
0230075,1,6,1976,1371.00,Average,1,4,50,3.25,Conc 8in,8,2,Average,1 Story,843,1,,30,Log,3,431,1,,Single,462,,,
0230075,2,3,1992,864.00,Good,1,1,34,3.00,No Data,5,1,Average,1 Story,,,,23,Log,,192,1,,Single,,,,
0230077,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
0230078,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
0230079,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
023008,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
0230082,1,7,1982,2667.00,Average,1,3,44,3.50,No Data,10,2,Average,1.5 Fin,,1,1,27,Contemp,,144,1,,Single,,,,
023008201,1,9,1983,2290.00,Average,1,3,43,3.25,Conc 8in,11,3,Average,1.5 Fin,624,,,27,1.5 Sty,4,78,1,,Single,288,,,
0230083,1,8,1975,3232.00,Average,1,4,51,5.00,Conc 8in,19,5,Good,2 Story,1988,2,1,20,Colonial,1,697,1,,Single,,720,,
0230084,1,8,1979,3015.00,Average,1,4,47,5.00,Conc 8in,13,3,Good,1.5 Fin,1576,1,1,19,Contemp,4,722,1,,Single,932,744,,
0230085,1,8,1972,3578.00,Average,1,4,54,4.00,Conc 8in,13,3,Avg/Good,2 Story,1789,1,1,26,Contemp,4,1149,1,,Single,1038,,,
0230086,1,7,1991,3797.00,Excellent,1,4,35,5.00,Conc 8in,13,3,Average,1.5 Fin,1748,1,1,24,1.5 Sty,1,88,1,,Single,,1148,,
023008601,1,12,2013,5313.00,Good,1,5,13,5.00,Conc 8in,24,6,Average,1.5 Fin,2542,1,2,13,Contemp,4,,1,,Single,2341,,,
023008602,1,8,2006,3000.00,Good,1,4,20,5.00,Conc 8in,12,3,Avg/Good,2 Story,1500,1,,14,Two Story,4,1016,1,,Single,1266,,,
023008603,1,6,2005,2592.00,Good,1,5,21,4.25,Conc 8in,16,4,Average,2 Story,1216,1,1,18,Two Story,4,1480,1,,Single,1016,,,
023008604,1,7,2004,3091.00,Good,1,5,22,4.50,Conc 8in,11,3,Avg/Good,1.5 Fin,1232,1,,15,1.5 Sty,4,1371,1,,Single,986,576,,
023009,1,7,2009,3415.00,Good,1,5,17,4.00,Conc 8in,13,3,Average,2 Story,1755,2,1,16,Two Story,1,98,1,,Single,,,,
0230091,1,10,1978,3576.00,Average,1,5,48,4.00,No Data,13,3,Avg/Good,2 Story,,,1,24,Colonial,,628,1,,Single,,796,,
0230093,1,5,1987,1416.00,Average,1,3,39,3.75,Conc 8in,8,2,Avg/Good,1.5 Fin,440,,,21,Contemp,1,64,1,,Single,,,,
0230094,1,9,1850,3609.00,Average,1,5,60,5.00,Conc 8in,11,3,Good,1.5 Fin,1633,1,,24,Colonial,4,1805,1,,Single,400,,,
0280001,1,4,2017,2110.00,Good,1,2,9,4.00,WoodFrame,9,2,Average,1.5U (SF),2472,,,9,1.5 Sty,3,140,1,,Single,1500,,,
028000101,1,10,1850,2221.00,Average,1,4,70,3.50,Conc 8in,9,2,Average,1.5 Fin,1212,,,40,CapeCod,4,814,1,,Single,936,,,
0280002,1,8,1965,1556.00,Average,1,4,61,2.00,No Data,8,2,Average,1 Story,,,,36,Camp,,154,1,,Single,,,,
028000201,1,7,1997,2266.00,Average,1,4,29,4.25,Conc 8in,8,2,Good,1.5 Fin,1196,1,,14,CapeCod,4,715,1,,Single,846,,,
028000202,1,11,1995,3879.00,Average,1,3,31,4.50,Conc 8in,13,3,Fair/Avg,2.5 Fin,1216,1,1,28,2.5 Story,1,,1,5,Single,,576,,
0280003,1,10,1966,1524.00,Good,1,5,60,4.00,Conc 8in,11,3,Good,1 Story,1476,1,,24,One Story,4,1184,1,,Single,1476,72,,
028000301,1,7,1982,1798.00,Average,1,4,44,3.00,Conc 8in,11,3,Average,1.5 Fin,672,,,27,1.5 Sty,3,260,1,,Single,264,,,
028000302,1,5,2002,672.00,Good,1,3,24,2.50,Conc 8in,8,2,Fair,1 Story,672,,,29,One Story,4,192,1,,Single,672,,,
028000303,1,5,2008,1664.00,Good,1,3,18,2.75,Conc 8in,10,2,Fair/Avg,2 Story,832,,1,20,Two Story,,736,1,,Single,,,,
0280004,1,6,1967,1248.00,Average,1,3,59,2.75,Conc 8in,5,1,Fair,1 Story,1248,,,49,Ranch,2,152,1,,Single,253,,,
0280006,1,6,1971,1136.00,Good,1,3,40,3.50,No Data,8,2,Avg/Good,2 Story,,1,,21,Two Story,,762,1,,Single,,,,
0280009,1,7,1967,1560.00,Average,1,3,59,3.25,No Data,8,2,Fair/Avg,2 Story,,1,,42,Two Story,,545,1,,Single,,112,,
028001,1,11,1972,2588.00,Good,1,3,54,4.00,Conc 8in,11,3,Good,2 Story,622,1,,22,No Data,2,597,1,,Single,165,,,
0280012,1,5,1963,990.00,Average,1,3,63,2.75,Conc 8in,5,1,Average,1 Story,990,,,37,Ranch,1,,1,,Single,,,,
0280015,1,7,1974,864.00,Average,2,3,52,3.25,Conc 8in,8,2,Average,1 Story,864,,,31,BiLevel,4,488,1,,Single,864,,,
028001501,1,5,2004,2054.00,Good,1,3,22,3.50,Conc 8in,9,2,Average,1 Story,2054,,,18,One Story,1,287,1,,Single,,,,
0280016,1,7,1978,864.00,Average,2,4,48,3.00,Conc 8in,8,2,Average,1 Story,864,,,29,One Story,4,192,1,,Single,687,,,
0280017,1,6,2000,1610.00,Below Avg,1,3,26,2.00,No Data,5,1,Poor,1 Story,,,,36,Contemp,,,1,,Single,,,,
0280018,1,9,1969,2705.00,Good,1,4,57,3.75,Conc 8in,8,2,Avg/Good,1.5 Fin,528,,,27,1.5 Sty,1,252,1,,Single,,575,,
0280019,1,5,1979,1484.00,Average,1,3,47,3.00,Blk 8in,8,2,Average,1.5 Fin,580,,,29,1.5 Sty,1,,1,,Single,,,,
028001901,1,7,1994,1964.00,Average,1,3,32,3.50,WoodFrame,8,2,Avg/Good,1 Story,196,,,32,MobileHome,,168,1,,Mobile,,,,
028001902,1,7,1994,2016.00,Good,1,3,32,2.75,Conc 8in,11,3,Fair/Avg,2 Story,1008,,,28,Two Story,1,,1,,Single,,,,
028001903,1,7,1963,962.00,Average,1,3,63,2.50,Conc 8in,7,1,Avg/Good,1 Story,960,,1,29,Ranch,2,,1,,Single,960,,,
028001904,1,7,1967,2803.00,Average,1,6,59,3.00,Conc 8in,14,2,Average,1.5 Fin,850,1,3,34,Contemp,4,350,1,5,Single,596,,,
028001905,1,4,1994,1064.00,Average,1,2,32,2.50,Blk 8in,5,1,Fair/Avg,1 Story,1064,,,28,One Story,1,264,1,,Single,,,,
028001906,1,5,2019,1679.00,Good,1,2,7,3.25,Conc 8in,8,2,Average,1.5 Fin,1129,,,7,1.5 Sty,,218,1,,Single,,,,
028001907,1,4,1999,1008.00,Average,1,2,27,2.75,Conc 8in,8,2,Average,1 Story,1008,,,20,Two Story,4,372,1,,Single,300,,,
028002,1,8,1812,2506.00,Average,1,3,60,4.00,Conc 8in,12,3,Good,2.5U (SF),1178,1,,24,Colonial,1,366,1,,Single,,864,,
0280021,1,4,1850,1216.00,Average,,2,60,3.50,No Data,5,1,Average,1.5 Fin,,,,45,CapeCod,,,1,,Single,,,,
0280022,1,7,1981,3320.00,Average,1,3,45,3.50,Conc 8in,10,2,Good,1 Story,2592,1,1,18,One Story,4,997,1,,Single,600,70,,
0280023,1,6,1996,2982.00,Average,1,3,30,3.50,No Data,10,2,Average,2.5U (SF),,1,1,21,CapeCod,,232,1,,Single,,288,,
028002301,1,12,2007,2771.00,Excellent,1,3,19,4.50,Conc 8in,16,3,Good,2 Story,1173,1,1,11,Two Story,4,975,1,,Single,1093,929,,
028002302,1,9,1992,3450.00,Good,1,4,34,4.75,Conc 8in,14,3,Excellent,2.5U (SF),1068,1,1,10,CapeCod,1,308,1,,Single,,768,,
02800231,1,6,1998,1850.00,Good,1,3,28,5.00,Conc 8in,11,2,Good,1.5 Fin,1198,,1,14,1.5 Sty,4,485,1,,Single,1055,730,,
02800232,1,4,1999,1362.00,Average,1,2,27,2.75,No Data,10,2,Average,2.5 Fin,,,1,20,2.5 Story,,105,1,,Single,,,,
0280024,1,9,1900,3265.00,Average,1,5,60,3.50,Stone,9,3,Good,1.5 Fin,920,1,1,24,Colonial,,360,1,,Single,,,,
028002401,1,5,1993,3376.00,Good,1,3,33,3.75,No Data,8,2,Good,1.5 Fin,,1,,15,1.5 Sty,,273,1,,Single,,,,
028002402,1,,2000,1992.00,Good,1,3,26,3.25,Conc 8in,10,2,Average,1.5 Fin,1064,,1,20,CapeCod,3,,1,,Single,504,,,
028002403,1,6,1998,2902.00,Good,1,3,28,4.25,Conc 8in,11,3,Average,2 Story,1296,,,21,Two Story,2,620,1,,Single,344,720,,
028002404,1,9,1996,1860.00,Good,1,6,30,3.50,Conc 8in,13,3,Avg/Good,2.5 Fin,816,,1,18,2.5 Story,4,248,1,,Single,408,,,
0280025,1,,2024,2088.00,Good,1,2,2,3.50,No Data,10,2,Average,1.5 Fin,,,1,1,1.5 Sty,,128,1,,Single,,600,,
0280026,1,4,1990,2592.00,Average,1,3,36,3.00,Conc 8in,8,2,Fair,2 Story,1296,,,37,Two Story,2,,1,,Single,1296,,,
028002601,1,7,1984,2548.00,Good,1,4,42,4.00,Conc 8in,10,2,Good,1.5 Fin,1402,,1,17,CapeCod,2,620,1,,Single,440,,,
028002701,1,10,1991,3409.00,Good,1,6,35,6.00,Conc 8in,15,3,Good,2.5 Fin,1143,1,1,16,No Data,1,494,1,,Single,,,,
02800281,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
02800282,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
0280031,1,7,2003,2063.00,Good,1,3,23,5.00,Conc 8in,12,3,Good,1.5 Fin,834,,,12,Contemp,4,673,1,,Single,168,,,
0280032,1,9,1967,1140.00,Average,1,4,59,2.75,Conc 8in,11,3,Average,1.5 Fin,1008,,,34,Chalet,3,576,1,,Single,912,,,
0280033,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
0280034,1,7,1962,1056.00,Good,1,4,64,3.25,Blk 8in,8,2,Good,1.5 Fin,864,,,26,A-Frame,4,851,1,,Single,864,,,
0280035,1,5,1966,1138.00,Average,1,3,60,3.00,Conc 8in,10,2,Avg/Good,1.5 Fin,704,1,1,28,CapeCod,3,300,1,,Single,440,,,
0280036,1,4,1967,1174.00,Average,1,2,59,3.00,Conc 8in,5,1,Average,1 Story,950,,,34,Chalet,3,88,1,,Single,325,,,
0280037,1,4,2025,730.00,Good,1,2,1,2.75,No Data,5,1,Average,1.5 Fin,,,,,A-Frame,,396,1,,Single,,,,
028003701,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
028004,1,3,1967,600.00,Average,1,2,59,2.75,Blk 8in,5,1,Avg/Good,1 Story,600,,,28,Ranch,1,120,1,,Single,,,,
0280041,1,6,1978,1742.00,Average,1,3,48,3.00,No Data,5,1,Avg/Good,1 Story,,,,24,1.5 Sty,,245,1,,Single,,,,
0280044,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
0280045,1,5,1967,1380.00,Average,1,2,59,3.00,No Data,5,1,Avg/Good,1.5 Fin,,,,28,CapeCod,,380,1,,Single,,,,
0280046,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
0280047,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
0280048,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
0280049,1,4,2002,1534.00,Good,1,3,24,3.50,Conc 8in,5,1,Avg/Good,1.5 Fin,936,,,16,Log,,523,1,,Single,,,,
028005,1,2,1945,384.00,Average,,1,81,3.00,No Data,1,,Fair,1 Story,,,,71,Camp,,48,,,Camp,,,,
02800503,1,4,2015,1690.00,Good,1,3,11,3.75,Conc 8in,10,2,Average,1.5 Fin,864,,1,11,1.5 Sty,3,256,1,,Single,500,,,
0280051,1,7,2003,2277.00,Good,1,3,23,4.50,Conc 8in,17,4,Good,2 Story,1305,1,1,12,CapeCod,4,1009,1,,Single,800,,,
028005101,1,7,1995,2800.00,Average,1,3,31,3.25,Conc 8in,5,1,Fair/Avg,1.5 Fin,1682,,,28,1.5 Sty,1,570,1,,Single,,,,
028005102,1,5,1994,1964.00,Average,1,2,32,3.25,Conc 8in,10,1,Avg/Good,1.5 Fin,1184,,2,18,1.5 Sty,1,337,1,,Single,,,,
028005103,1,4,1999,1908.00,Average,1,3,27,3.50,Conc 8in,8,2,Average,1.5 Fin,1092,,,20,1.5 Sty,1,376,1,,Single,,,,
028005105,1,7,2005,2424.00,Good,1,3,21,4.50,Conc 8in,11,2,Avg/Good,1.5 Fin,1216,1,1,15,1.5 Sty,4,315,1,,Single,716,,,
0280053,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
0280054,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
0280056,1,6,2023,2483.00,Good,1,4,3,4.00,Conc 8in,12,3,Average,1.5 Fin,1400,,,3,1.5 Sty,4,456,1,,Single,,,,
0280057,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
0380001,1,5,1982,1548.00,Average,1,4,44,3.50,Conc 8in,7,1,Good,1.5 Fin,864,,1,18,Log,4,288,1,,Single,584,,,
038000101,1,7,1993,2186.00,Good,1,3,33,3.75,Conc 8in,11,3,Avg/Good,1.5 Fin,979,,,19,CapeCod,4,160,1,,Single,785,572,,
038000102,1,6,1978,2043.00,Average,1,3,48,3.50,No Data,8,2,Avg/Good,2 Story,,,,24,1.5 Sty,,256,1,,Single,,,,
038000103,1,6,1993,1736.00,Good,1,3,33,3.00,Conc 8in,8,2,Average,1.5 Fin,1008,,,23,Log,1,348,1,,Single,,,,
038000103,2,4,2017,544.00,Good,1,1,9,2.50,No Data,5,1,Average,1.5 Fin,,,,9,1.5 Sty,,144,1,,Single,,,,
0380002,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
038000301,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
038000302,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
0380005,1,5,1980,1486.00,Average,1,3,46,3.25,Conc 8in,8,2,Fair/Avg,1.5 Fin,910,,,35,Contemp,3,1236,1,,Single,117,,,
0380007,1,6,1976,2548.00,Average,1,3,50,4.50,No Data,10,2,Very Good,2.5 Fin,,,,16,Contemp,,1506,1,,Single,,,,
0380008,1,6,2015,3285.00,Excellent,1,3,11,4.25,Conc 8in,14,3,Average,1.5 Fin,1480,,1,11,Contemp,1,206,1,,Single,,683,,
0380008,2,6,1975,3182.00,Average,1,4,51,4.00,Conc 8in,9,2,Average,2 Story,1536,,,30,Contemp,,1264,1,,Single,,,,
038000801,1,6,1988,2480.00,Average,1,4,38,4.50,Conc 8in,12,3,Good,1.5 Fin,1395,1,,16,Contemp,1,1061,1,,Single,,,,
0380009,1,8,1980,1999.00,Average,1,4,46,2.75,Conc 8in,8,2,Average,2.5 Fin,342,,,28,Contemp,2,526,1,,Single,180,,,
0380011,1,,1965,3055.00,Average,1,3,61,2.75,No Data,11,1,Average,1.5 Fin,,,2,36,Contemp,,148,2,,Single,,680,,
0380012,1,5,1976,1139.00,Average,1,1,50,3.00,Conc 8in,7,1,Fair,1.5 Fin,282,,1,44,Contemp,,,1,,Single,,,,
0380012,2,6,1966,1490.00,Below Avg,1,3,60,2.50,No Data,5,1,Fair,1.5 Fin,,,,50,Contemp,,540,1,,Single,,,,
0380013,1,10,1971,4492.00,Average,1,4,55,3.75,Conc 8in,11,3,Avg/Good,2.5 Fin,1451,,,26,SpLevel,1,618,1,,Single,,864,,
0380014,1,7,1975,3072.00,Average,1,4,51,5.75,Conc 8in,11,2,Avg/Good,2.5 Fin,460,1,1,25,2.5 Story,1,1841,1,,Single,,,,
0380016,1,5,1969,1744.00,Average,1,3,57,3.50,No Data,9,2,Good,2.5 Fin,,,,23,2.5 Story,,349,1,,Single,,,,
0380016,2,3,2020,706.00,Good,1,1,6,3.50,No Data,6,1,Average,1.5 Fin,,,,6,1.5 Sty,,243,1,,Single,,,,
0380017,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
0380018,1,6,1968,1149.00,Average,1,4,58,3.50,Blk 8in,9,1,Good,2.5 Fin,524,,1,23,Contemp,4,922,1,,Single,524,,,
